ID,Código,Producto,Unidad,Lista,Desc10,Desc10+5,Desc10+5+3,Mínimo,Canal Digital,Es Personalizado,Costo Producción,Porcentaje Utilidad,Modo Precio,Fecha Creación,Fecha Actualización
122,"PCA106ROJO006","ANTICORROSIVO ESTRUCTURAL ROJO","BD 4 gl",66320.00,59690.00,56700.00,55000.00,55000.00,86216.00,No,,,,07-07-2025, 11:45:35 p. m.,07-07-2025, 11:45:35 p. m.
123,"PCA106BANAT06","BARNIZ MARINO NATURAL","BD 4 gl",75990.00,68390.00,64990.00,62990.00,62990.00,98787.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
124,"PCA915BLANC06","ESMALTE AL AGUA OPACO BLANCO","BD 4 gl",48190.00,43390.00,41290.00,39990.00,39990.00,62647.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
125,"PCA941CLIBL06","ESMALTE AL AGUA CLINIC COPPER BLANCO","BD 4 gl",56780.00,53790.00,51100.00,49590.00,49590.00,73814.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
126,"PCA925COBLA06","ESMALTE AL AGUA CONSTRUCCIÓN BLANCO","BD 4 gl",40560.00,36510.00,34680.00,33640.00,33640.00,52728.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
127,"PCA960ECOPBL6","ESMALTE AL AGUA COPPER BLANCO","BD 4 gl",58390.00,52690.00,49990.00,48490.00,48490.00,75907.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
128,"PCA108BLAN006","DOBLE ACCIÓN ESMALTE ANTICORROSIVO BLANCO","BD 4 gl",78370.00,70540.00,67010.00,65000.00,65000.00,101881.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
129,"PCA108GRIS006","DOBLE ACCIÓN ESMALTE ANTICORROSIVO GRIS","BD 4 gl",78370.00,70540.00,67010.00,65000.00,65000.00,101881.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
130,"PCA108NEGR006","DOBLE ACCIÓN ESMALTE ANTICORROSIVO NEGRO","BD 4 gl",78370.00,70540.00,67010.00,65000.00,65000.00,101881.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
131,"PCA922AMAREY6","ESMALTE SINTETICO AMARILLO","BD 4 gl",84390.00,75990.00,72190.00,69990.00,69990.00,109707.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
132,"PCA922AZPACI6","ESMALTE SINTETICO AZUL","BD 4 gl",84390.00,75990.00,72190.00,69990.00,69990.00,109707.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
133,"PCA922BLAN056","ESMALTE SINTETICO BLANCO","BD 4 gl",84390.00,75990.00,72190.00,69990.00,69990.00,109707.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
134,"PCA922GRIMAQ6","ESMALTE SINTETICO GRIS","BD 4 gl",84390.00,75990.00,72190.00,69990.00,69990.00,109707.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
135,"PCA922NEGRO06","ESMALTE SINTETICO NEGRO","BD 4 gl",84390.00,75990.00,72190.00,69990.00,69990.00,109707.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
136,"PCA921AZULCA6","FIBRO COPPER AZUL CANADA","BD 4 gl",41730.00,37540.00,35670.00,34600.00,34600.00,54249.00,No,,,,07-07-2025, 11:45:36 p. m.,07-07-2025, 11:45:36 p. m.
137,"PCA921GRISOS6","FIBRO COPPER GRIS OSCURO","BD 4 gl",41730.00,37540.00,35670.00,34600.00,34600.00,54249.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
138,"PCA921NEGRO06","FIBRO COPPER NEGRO","BD 4 gl",41730.00,37540.00,35670.00,34600.00,34600.00,54249.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
139,"PCA900CONBL06","LATEX BLANCO OBRA","BD 4 gl",29600.00,26640.00,25300.00,24550.00,24550.00,38480.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
140,"PCA900BLOBR06","LATEX CONSTRUCCIÓN BLANCO","BD 4 gl",25210.00,22690.00,21560.00,20910.00,20910.00,32773.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
141,"PCAEXTRACUB06","LATEX SUPER CUBRIENTE BLANCO","BD 4 gl",42790.00,38490.00,36590.00,35490.00,35490.00,55627.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
142,"PCA926BLAN056","OLEO BRILLANTE BLANCO","BD 4 gl",75850.00,68270.00,64860.00,62910.00,62910.00,98605.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
143,"PCA926VERESM6","OLEO BRILLANTE NEGRO","BD 4 gl",75850.00,68270.00,64860.00,62910.00,62910.00,98605.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
144,"PCA910BLAN056","OLEO OPACO BLANCO","BD 4 gl",74890.00,67390.00,63990.00,61990.00,61990.00,97357.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
145,"PCA904BLAN056","OLEO SEMI BRILLO BLANCO","BD 4 gl",75850.00,68270.00,64860.00,62910.00,62910.00,98605.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
146,"PCA113POLNAT6","STAIN NATURAL","BD 4 gl",77610.00,69850.00,66360.00,64370.00,64370.00,100893.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
147,"PCA907BLAN056","ZINC ACRYL BLANCO","BD 4 gl",60290.00,54240.00,51530.00,49990.00,49990.00,78377.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
148,"PCA907GRIS056","ZINC ACRYL GRIS","BD 4 gl",60290.00,54240.00,51530.00,49990.00,49990.00,78377.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
149,"PCA907NEGRO06","ZINC ACRYL NEGRO","BD 4 gl",60290.00,54240.00,51530.00,49990.00,49990.00,78377.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
150,"PCA907ROJO056","ZINC ACRYL ROJO","BD 4 gl",60290.00,54240.00,51530.00,49990.00,49990.00,78377.00,No,,,,07-07-2025, 11:45:37 p. m.,07-07-2025, 11:45:37 p. m.
151,"PCA907VERD056","ZINC ACRYL VERDE","BD 4 gl",60290.00,54240.00,51530.00,49990.00,49990.00,78377.00,No,,,,07-07-2025, 11:45:38 p. m.,07-07-2025, 11:45:38 p. m.
152,"PCA960ECOPBL5","ESMALTE AL AGUA COPPER BLANCO","BD 5 gl",70190.00,63190.00,59990.00,58190.00,58190.00,91247.00,No,,,,07-07-2025, 11:45:38 p. m.,07-07-2025, 11:45:38 p. m.
153,"PCA960ECONE5","ESMALTE AL AGUA COPPER NEGRO","BD 5 gl",70190.00,63190.00,59990.00,58190.00,58190.00,91247.00,No,,,,07-07-2025, 11:45:38 p. m.,07-07-2025, 11:45:38 p. m.
154,"PCA106BLANCO1","ANTICORROSIVO ESTRUCTURAL BLANCO","GL",16890.00,15190.00,14490.00,14250.00,14250.00,21957.00,No,,,,07-07-2025, 11:45:38 p. m.,07-07-2025, 11:45:38 p. m.
155,"PCA106GRIS001","ANTICORROSIVO ESTRUCTURAL GRIS","GL",16890.00,15190.00,14490.00,14250.00,14250.00,21957.00,No,,,,07-07-2025, 11:45:38 p. m.,07-07-2025, 11:45:38 p. m.
156,"PCA106NEGR001","ANTICORROSIVO ESTRUCTURAL NEGRO","GL",16890.00,15190.00,14490.00,14250.00,14250.00,21957.00,No,,,,07-07-2025, 11:45:38 p. m.,07-07-2025, 11:45:38 p. m.
157,"PCA106OCRE001","ANTICORROSIVO ESTRUCTURAL OCRE","GL",16890.00,15190.00,14490.00,14250.00,14250.00,21957.00,No,,,,07-07-2025, 11:45:38 p. m.,07-07-2025, 11:45:38 p. m.
