KOPR;KOSU;KOBO;NOKOPR;UD01PR;UD02PR;PM;PMIFRS;TIMOUL;PPUL01;PPUL02;TAUL;VALI;PMIN;FMPR;PFPR;HFPR;MRPR;RUPR;ULT_COMPRA;ULT_VENTA;STFI;VALSTOCK;PRMEDIO;UNIDAD;
"PCA960ECOPBE2";"004";"006";"ESMALTE AGUA COPPER 960 BOSQUE ENCANTADO 1/4 GL";"GL";"04";        7631.22222;        7631.22222;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          14.00000;       26709.27777;        1907.80556;"04";
"PCA960ECOPBI1";"004";"006";"ESMALTE AGUA COPPER C/COBRE 960 BLANCO INVIERNO GL";"GL";"GL";        6763.41606;        6763.41606;"N";       10640.00000;       10640.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          50.00000;      338170.80300;        6763.41606;"GL";
"PCA960ECOPBI1";"006";"007";"ESMALTE AGUA COPPER C/COBRE 960 BLANCO INVIERNO GL";"GL";"GL";        6763.41606;        6763.41606;"N";       10640.00000;       10640.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           4.00000;       27053.66424;        6763.41606;"GL";
"PCA960ECOPBL5";"004";"006";"ESMALTE AL AGUA COPPER 960 BLANCO 5 GALONES.";"GL";"BD";        5202.54898;        5202.55942;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          87.00000;     2263108.80630;       26012.74490;"BD";
"PCA960ECOPBL5";"006";"007";"ESMALTE AL AGUA COPPER 960 BLANCO 5 GALONES.";"GL";"BD";        5202.54898;        5202.55942;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          13.00000;      338165.68370;       26012.74490;"BD";
"PCA960ECOPBL5";"007";"014";"ESMALTE AL AGUA COPPER 960 BLANCO 5 GALONES.";"GL";"BD";        5202.54898;        5202.55942;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          34.00000;      884433.32660;       26012.74490;"BD";
"PCA960ECOPCC2";"004";"006";"ESMALTE AL AGUA COPPER 960 CALIDA CALMA 1/4 GL.";"GL";"04";        8179.43841;        8179.43841;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          29.00000;       59300.92847;        2044.85960;"04";
"PCA960ECOPRC2";"004";"006";"ESMALTE AL AGUA COPPER 960 ROJO COLONIAL 1/4";"GL";"04";        7655.00000;        7655.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          12.00000;       22965.00000;        1913.75000;"04";
"PCA912EH70486";"004";"006";"TEXTU EIFS G-25 HIDRORREPELENTE SW-7048 4 GALONES.";"GL";"BD";        4112.50967;        4112.50967;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0004";"";"";"/  /";"/  /";           1.00000;       16450.03868;       16450.03868;"BD";
"PCA912EI10BL6";"004";"006";"TEXTU EIFS G-10 BLANCO 4 GALONES";"GL";"BD";        4108.47337;        4108.47337;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0004";"";"01";"/  /";"/  /";         113.00000;     1857029.96324;       16433.89348;"BD";
"PCA960GRISB05";"004";"006";"ESMALTE AL AGUA COPPER 960 GRIS BAÑO 5 GALONES.";"GL";"BD";        5582.98424;        5582.98424;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           9.00000;      251234.29080;       27914.92120;"BD";
"PCABAREPOXA06";"004";"015";"BARNIZ EPOXYCOPPER COMPONENTE A 4 GALONES.";"GL";"BD";           0.00000;           0.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"";"/  /";"/  /";           7.00000;           0.00000;           0.00000;"BD";
"PCA926BASEMD1";"004";"006";"OLEO BRILLANTE BASE MEDIA GL";"GL";"GL";        7136.11364;        7136.11364;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"";"/  /";"/  /";          16.00000;      114177.81824;        7136.11364;"GL";
"PCA926BLAN001";"004";"006";"OLEO BRILLANTE BLANCO GL.";"GL";"GL";        9136.20752;        9136.20752;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";         143.00000;     1306477.67536;        9136.20752;"GL";
"PCA926BLAN001";"004";"013";"OLEO BRILLANTE BLANCO GL.";"GL";"GL";        9136.20752;        9136.20752;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           1.00000;        9136.20752;        9136.20752;"GL";
"PCA941CLIBL01";"004";"006";"ESMALTE AL AGUA CLINIC BLANCO GL.";"GL";"GL";        6390.50161;        6304.89829;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          11.00000;       70295.51771;        6390.50161;"GL";
"PCA941CLIBL01";"006";"007";"ESMALTE AL AGUA CLINIC BLANCO GL.";"GL";"GL";        6390.50161;        6304.89829;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           7.00000;       44733.51127;        6390.50161;"GL";
"PCA941CLIBL01";"007";"014";"ESMALTE AL AGUA CLINIC BLANCO GL.";"GL";"GL";        6390.50161;        6304.89829;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           4.00000;       25562.00644;        6390.50161;"GL";
"PCA960CAFEM02";"004";"006";"ESMALTE AL AGUA COPPER 960 CAFE MORO 1/4";"GL";"04";        7900.80000;        7900.80000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          10.00000;       19752.00000;        1975.20000;"04";
"PCASMARTBOS00";"004";"010";".";"KG";"KG";         393.93872;         393.93872;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00400;           1.57576;         393.93872;"KG";
"PCA912E259776";"004";"006";"TEXTU EIFS G-25 GRIS 977 4 GALONES";"GL";"BD";        4049.68750;        4049.68750;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0004";"";"";"/  /";"/  /";          20.00000;      323975.00000;       16198.75000;"BD";
"PCA960ECOPMC2";"004";"006";"ESMALTE AGUA COPPER 960 MISTERIO COSMICO 1/4 GL";"GL";"04";        8456.58333;        8456.58333;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          48.00000;      101478.99996;        2114.14583;"04";
"PCA960ECOPNE2";"004";"006";"ESMALTE AL AGUA COPPER 960 NEGRO 1/4.";"GL";"04";        7135.16626;        7135.16667;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          90.00000;      160541.24085;        1783.79157;"04";
"PCA960ECOPNE2";"006";"007";"ESMALTE AL AGUA COPPER 960 NEGRO 1/4.";"GL";"04";        7135.16626;        7135.16667;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           6.00000;       10702.74939;        1783.79157;"04";
"PCA960ECOPNE2";"007";"014";"ESMALTE AL AGUA COPPER 960 NEGRO 1/4.";"GL";"04";        7135.16626;        7135.16667;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           6.00000;       10702.74939;        1783.79157;"04";
"PCA960EXOPAR2";"004";"006";"ESMALTE AL AGUA COPPER 960 AMARILLO REY 1/4.";"GL";"04";        8349.58581;        8349.58581;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          42.00000;       87670.65101;        2087.39645;"04";
"PCA960COPPBL1";"004";"003";"ESMALTE AGUA COPPER C/COBRE 960 BLANCO GL.";"GL";"GL";        6341.99058;        6341.99056;"N";       13685.00000;       13685.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           8.00000;       50735.92464;        6341.99058;"GL";
"PCA960COPPBL1";"004";"006";"ESMALTE AGUA COPPER C/COBRE 960 BLANCO GL.";"GL";"GL";        6341.99058;        6341.99056;"N";       13685.00000;       13685.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";         259.00000;     1642575.56022;        6341.99058;"GL";
"PCA960COPPBL1";"006";"007";"ESMALTE AGUA COPPER C/COBRE 960 BLANCO GL.";"GL";"GL";        6341.99058;        6341.99056;"N";       13685.00000;       13685.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          42.00000;      266363.60436;        6341.99058;"GL";
"PCA960COPPBL1";"007";"014";"ESMALTE AGUA COPPER C/COBRE 960 BLANCO GL.";"GL";"GL";        6341.99058;        6341.99056;"N";       13685.00000;       13685.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           8.00000;       50735.92464;        6341.99058;"GL";
"PCA960COPPBL2";"004";"006";"ESMALTE AL AGUA COPPER 960 BLANCO 1/4.";"GL";"04";        8085.47213;        8085.47214;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";         515.00000;     1041004.53674;        2021.36803;"04";
"PCA960COPPBL2";"007";"014";"ESMALTE AL AGUA COPPER 960 BLANCO 1/4.";"GL";"04";        8085.47213;        8085.47214;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           6.00000;       12128.20820;        2021.36803;"04";
"PCA960ECONE5";"004";"006";"ESMALTE AL AGUA COPPER 960 NEGRO 5 GALONES";"GL";"BD";        4351.72381;        4351.72381;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           7.00000;      152310.33335;       21758.61905;"BD";
"PCA960ECOPBV1";"006";"007";"ESMALTE AL GUA COPPER C/COBRE 960 BUENAS VIBRAS GL";"GL";"GL";        6517.82649;        6517.82867;"N";       11200.00000;       11200.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          27.00000;      175981.31523;        6517.82649;"GL";
"R061";"004";"004";"RESINA POLIESTIRENO SURPOL";"KG";"KG";        2400.71267;        2400.29840;"N";        2400.00000;        2400.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         529.74600;     1271767.93408;        2400.71267;"KG";
"RCM0020102";"004";"006";"R - ROJO";"04";"04";       20054.11127;       20054.11127;"N";       20340.00000;       20340.00000;           1.00000;           0.00000;           0.00000;"005";"";"";"";"";"/  /";"/  /";          14.00000;     1123030.23112;       80216.44508;"04";
"ZZN/CREDITO";"004";"004";"CORRIGE NOTA DE CREDITO";"UN";"UN";       68639.97163;       68639.97163;"E";       11339.00000;       11339.00000;           1.00000;           0.00000;           0.00000;"003";"";"";"";"";"/  /";"/  /";         141.00000;     9678235.99983;       68639.97163;"UN";
"PCA926BLAN001";"006";"007";"OLEO BRILLANTE BLANCO GL.";"GL";"GL";        9136.20752;        9136.20752;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           7.00000;       63953.45264;        9136.20752;"GL";
"PCA926BLAN001";"007";"014";"OLEO BRILLANTE BLANCO GL.";"GL";"GL";        9136.20752;        9136.20752;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           4.00000;       36544.83008;        9136.20752;"GL";
"PCA926VERESM1";"004";"006";"OLEO BRILLANTE VERDE ESMERALDA GL";"GL";"GL";        8940.85019;        8940.85019;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           8.00000;       71526.80152;        8940.85019;"GL";
"PCA926VERESM1";"006";"007";"OLEO BRILLANTE VERDE ESMERALDA GL";"GL";"GL";        8940.85019;        8940.85019;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";           3.00000;       26822.55057;        8940.85019;"GL";
"PCAEIFSBCS25";"004";"006";"PANORAMICA EIFS BASE COAT";"KG";"KG";        5700.00000;        5700.00000;"N";        5700.00000;        5700.00000;           1.00000;           0.00000;           0.00000;"003";"0003";"";"";"";"/  /";"/  /";          22.00000;      125400.00000;        5700.00000;"KG";
"PCASPSNLAN006";"004";"006";"ESMALTE AGUA SMART COPPER BLANCO 4 GALONES";"GL";"BD";        5484.65822;        5484.65944;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"01";"/  /";"/  /";          32.00000;      702036.25216;       21938.63288;"BD";
"PCA926DAMASC2";"004";"015";"OLEO BRILLANTE DAMASCO 1/4";"GL";"04";        6638.23600;        6638.23562;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"";"/  /";"/  /";           0.75000;        1244.66925;        1659.55900;"04";
"PCA926VERESM2";"004";"006";"OLEO BRILLANTE VERDE ESMERALDA 1/4";"GL";"04";       10207.38365;       10604.97292;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0001";"";"01";"/  /";"/  /";          21.00000;       53588.76416;        2551.84591;"04";
"PCA929BAME001";"004";"006";"LATEX EXTRA PLUS 929 BASE MEDIA GL.";"GL";"GL";        4296.81818;        4296.81818;"N";        6500.00000;        6500.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"01";"/  /";"/  /";          16.00000;       68749.09088;        4296.81818;"GL";
"PCA912EI10BL6";"007";"014";"TEXTU EIFS G-10 BLANCO 4 GALONES";"GL";"BD";        4108.47337;        4108.47337;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0004";"";"01";"/  /";"/  /";           6.00000;       98603.36088;       16433.89348;"BD";
"R062";"004";"004";"PARAFINA CLORADA 52%";"KG";"KG";        2831.00000;        2831.00000;"N";        2831.00000;        2831.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          90.53900;      256315.90900;        2831.00000;"KG";
"R101";"004";"004";"RESINA 10500 CLORAMON";"KG";"KG";        1226.82900;        1226.82900;"N";        1249.61000;        1249.61000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.30600;         375.40967;        1226.82900;"KG";
"R101";"004";"008";"RESINA 10500 CLORAMON";"KG";"KG";        1226.82900;        1226.82900;"N";        1249.61000;        1249.61000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";       14543.80100;    17842756.83703;        1226.82900;"KG";
"RCM0020106";"004";"006";"D - VERDE";"04";"04";       12484.40625;       12484.40625;"N";       12484.40600;       12484.40600;           1.00000;           0.00000;           0.00000;"005";"";"";"";"";"/  /";"/  /";          12.00000;      149812.87500;       12484.40625;"04";
"PCA912G259006";"004";"006";"TEXTU EIFS G-25 SW-6906 4 GALONES";"GL";"BD";        4674.95588;        4674.95588;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0004";"";"";"/  /";"/  /";           3.00000;       56099.47056;       18699.82352;"BD";
"PCA941CLIBH01";"004";"006";"ESMALTE AL AGUA CLINIC BEIGE HOSPITALARIO GL.";"GL";"GL";        6846.20643;        6846.20643;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          27.00000;      184847.57361;        6846.20643;"GL";
"PCA941CLIBH01";"006";"007";"ESMALTE AL AGUA CLINIC BEIGE HOSPITALARIO GL.";"GL";"GL";        6846.20643;        6846.20643;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          12.00000;       82154.47716;        6846.20643;"GL";
"PCA941CLICC01";"004";"006";"ESMALTE AL AGUA CLINIC CELESTE CLINICO GL";"GL";"GL";        5814.37856;        5814.37856;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          13.00000;       75586.92128;        5814.37856;"GL";
