KOPR;KOSU;KOBO;NOKOPR;UD01PR;UD02PR;PM;PMIFRS;TIMOUL;PPUL01;PPUL02;TAUL;VALI;PMIN;FMPR;PFPR;HFPR;MRPR;RUPR;ULT_COMPRA;ULT_VENTA;STFI;VALSTOCK;PRMEDIO;UNIDAD;
"GRAN00900BLCO";"004";"010";"LATEX  900 BLANCO STANDAR GRANEL";"KG";"KG";         481.86580;         481.86581;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         190.49600;       91793.50744;         481.86580;"KG";
"GRAN00912IMBI";"004";"010";"IMPRIMANTE MULTI. TEXTURA BASE INCOLORA GRANEL";"KG";"KG";         470.99364;         470.99613;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          87.00000;       40976.44668;         470.99364;"KG";
"GRAN00SEMIESP";"004";"010";"SEMI-ELABORADO SOLUCION ESPESANTE TEXTURAS GRANEL.";"KG";"KG";         134.94628;         134.94628;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00200;           0.26989;         134.94628;"KG";
"GRAN925HCOMB1";"004";"010";"HIDRO COPPER MODULAR BLANCO GRANEL";"KG";"KG";        1507.47136;        1507.47136;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         819.00000;     1234619.04384;        1507.47136;"KG";
"PCA103MADPLU1";"004";"006";"VITRIFICANTE DE MADERA VITROPLUS GL";"GL";"GL";       12151.06100;       12151.06100;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";         308.00000;     3742526.78800;       12151.06100;"GL";
"PCA103MADPLU1";"006";"007";"VITRIFICANTE DE MADERA VITROPLUS GL";"GL";"GL";       12151.06100;       12151.06100;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";          31.00000;      376682.89100;       12151.06100;"GL";
"PCA103MADPLU1";"007";"014";"VITRIFICANTE DE MADERA VITROPLUS GL";"GL";"GL";       12151.06100;       12151.06100;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";           8.00000;       97208.48800;       12151.06100;"GL";
"PCA106NEGRO02";"004";"006";"ANTICORROISIVO ESTRUCTURAL NEGRO 1/4";"GL";"04";        9431.97224;        9412.86535;"N";        8400.00000;        2100.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";         275.00000;      648448.09150;        2357.99306;"04";
"PCA106NEGRO02";"006";"007";"ANTICORROISIVO ESTRUCTURAL NEGRO 1/4";"GL";"04";        9431.97224;        9412.86535;"N";        8400.00000;        2100.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";          13.00000;       30653.90978;        2357.99306;"04";
"PCA106NEGRO02";"007";"014";"ANTICORROISIVO ESTRUCTURAL NEGRO 1/4";"GL";"04";        9431.97224;        9412.86535;"N";        8400.00000;        2100.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           6.00000;       14147.95836;        2357.99306;"04";
"PCA106OCRE006";"004";"006";"ANTICORROSIVO OCRE 4 GALONES";"GL";"BD";        7700.22322;        7700.22322;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";          10.00000;      308008.92880;       30800.89288;"BD";
"PCA106OCRE006";"007";"014";"ANTICORROSIVO OCRE 4 GALONES";"GL";"BD";        7700.22322;        7700.22322;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           2.00000;       61601.78576;       30800.89288;"BD";
"GRAN00960BMC0";"004";"010";"ESMALTE AL AGUA COPPER 960 BASE MEDIA GRANEL.";"KG";"KG";         957.60323;         957.60323;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         291.00000;      278662.53993;         957.60323;"KG";
"GRAN00ANTIEBL";"004";"010";"ANTICORROSIVO ESTRUCTURAL BLANCO GRANEL KG";"KG";"KG";        1160.04675;        1160.04675;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00400;           4.64019;        1160.04675;"KG";
"GRAN00LOSAPLU";"004";"010";"PASTA LOSA PLUS GRANEL";"KG";"KG";         429.11762;         429.11762;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         243.00000;      104275.58166;         429.11762;"KG";
"L104";"004";"004";"COLANYL AZUL A";"KG";"KG";        9978.74759;        9978.72269;"N";        9925.45000;        9925.45000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          20.00000;      199574.95180;        9978.74759;"KG";
"L104";"004";"010";"COLANYL AZUL A";"KG";"KG";        9978.74759;        9978.72269;"N";        9925.45000;        9925.45000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          30.47584;      304110.71495;        9978.74759;"KG";
"L205";"004";"004";"HOSTATIN ROJO OXIDO R-113 KG.";"KG";"KG";        3676.47059;        3676.47059;"N";        3693.17800;        3693.17800;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00100;           3.67647;        3676.47059;"KG";
"L205";"004";"010";"HOSTATIN ROJO OXIDO R-113 KG.";"KG";"KG";        3676.47059;        3676.47059;"N";        3693.17800;        3693.17800;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00080;           2.94118;        3676.47059;"KG";
"L401";"004";"010";"CONCETRADO SINTETICO ROJO FGR GRANEL.";"KG";"KG";        7356.63547;        7355.94441;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          85.13680;      626320.40268;        7356.63547;"KG";
"O103";"004";"004";"OCTOATO DE ZIRCONIO 18%";"KG";"KG";        5773.31893;        5773.32612;"N";        5749.65000;        5749.65000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         181.93910;     1050392.45014;        5773.31893;"KG";
"P104";"004";"004";"OXIDO DE HIERRO ROJO";"KG";"KG";        2530.89411;        2530.89411;"N";        2719.66400;        2719.66400;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         200.00000;      506178.82200;        2530.89411;"KG";
"PCA106BANAT06";"004";"006";"BARNIZ MARINO NATURAL 4 GALONES";"GL";"BD";        8043.45197;        8043.45197;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"";"/  /";"/  /";          24.00000;      772171.38912;       32173.80788;"BD";
"PCA106BANAT06";"006";"007";"BARNIZ MARINO NATURAL 4 GALONES";"GL";"BD";        8043.45197;        8043.45197;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"";"/  /";"/  /";           3.00000;       96521.42364;       32173.80788;"BD";
"PCA106BANAT06";"007";"014";"BARNIZ MARINO NATURAL 4 GALONES";"GL";"BD";        8043.45197;        8043.45197;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"";"/  /";"/  /";           4.00000;      128695.23152;       32173.80788;"BD";
"PCA106BANOG02";"004";"006";"BARNIZ MARINO NOGAL 1/4";"GL";"04";       10437.20027;       10426.94780;"N";       13200.00000;        3300.00000;           1.00000;           0.00000;           0.00000;"003";"";"";"";"01";"/  /";"/  /";          11.00000;       28702.30074;        2609.30007;"04";
"A601";"004";"004";"ADITIVO CQ MEKO KG";"KG";"KG";        3391.05133;        3391.05133;"N";        3474.21700;        3474.21700;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         208.49400;      707013.85600;        3391.05133;"KG";
"PCA905MEDI001";"004";"016";"ESMALTE AL AGUA  905 BASE MEDIA  GL.";"GL";"GL";        4086.00000;        4086.00000;"N";        7600.00000;        7600.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"01";"/  /";"/  /";           1.00000;        4086.00000;        4086.00000;"GL";
"PCA910BLAN056";"004";"006";"OLEO OPACO BLANCO 4 GALONES";"GL";"BD";        7337.52895;        7337.52895;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0003";"";"01";"/  /";"/  /";          24.00000;      704402.77920;       29350.11580;"BD";
"PCA910BLAN056";"006";"007";"OLEO OPACO BLANCO 4 GALONES";"GL";"BD";        7337.52895;        7337.52895;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0003";"";"01";"/  /";"/  /";           1.00000;       29350.11580;       29350.11580;"BD";
"PCA910BLAN056";"007";"014";"OLEO OPACO BLANCO 4 GALONES";"GL";"BD";        7337.52895;        7337.52895;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0003";"";"01";"/  /";"/  /";           4.00000;      117400.46320;       29350.11580;"BD";
"EE-32";"004";"004";"GALON LIT. OLEO";"UN";"UN";        1388.00000;        1388.00000;"N";        1388.00000;        1388.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         336.00000;      466368.00000;        1388.00000;"UN";
"GRAN00OLEOBBO";"004";"010";"OLEO BRILLANTE BASE OSCURA GRANEL";"KG";"KG";        1784.12183;        1784.12183;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00100;           1.78412;        1784.12183;"KG";
"L107";"004";"004";"COLANYL ROJO OXIDO B 34-CL";"KG";"KG";        4355.19121;        4355.09053;"N";        4351.93300;        4351.93300;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          89.78360;      391024.74552;        4355.19121;"KG";
"L107";"004";"010";"COLANYL ROJO OXIDO B 34-CL";"KG";"KG";        4355.19121;        4355.09053;"N";        4351.93300;        4351.93300;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          34.33376;      149530.08976;        4355.19121;"KG";
"L204";"004";"004";"HOSTATIN ROJO FGR 30-BR KG";"KG";"KG";       14161.53780;       14161.53865;"N";       13881.20000;       13881.20000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          20.00000;      283230.75600;       14161.53780;"KG";
"L204";"004";"010";"HOSTATIN ROJO FGR 30-BR KG";"KG";"KG";       14161.53780;       14161.53865;"N";       13881.20000;       13881.20000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00100;          14.16154;       14161.53780;"KG";
"P101";"004";"004";"DIOXIDO DE TITANIO ECONOMICO";"KG";"KG";        2064.98926;        2064.98926;"E";        2191.29000;        2191.29000;         730.43000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00200;           4.12998;        2064.98926;"KG";
"P201";"004";"004";"HEUCO 515303 AZUL FTALO";"KG";"KG";       12145.72990;       12145.72990;"N";       13374.17500;       13374.17500;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          78.00400;      947415.51512;       12145.72990;"KG";
"PCA909BCOL006";"004";"006";"ESTUCO HORMIGON BASE INCOLORA 4 GALONES.";"GL";"BD";        4648.59091;        4648.59091;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0001";"";"01";"/  /";"/  /";          11.00000;      204538.00004;       18594.36364;"BD";
"PCA909BLAN006";"004";"006";"ESTUCO HORMIGON BLANCO 4 GALONES";"GL";"BD";        4607.45924;        4610.18818;"N";        9975.00000;       39900.00000;           1.00000;           0.00000;           0.00000;"003";"0004";"0001";"";"01";"/  /";"/  /";          21.00000;      387026.57616;       18429.83696;"BD";
"PCA106BANOG02";"006";"007";"BARNIZ MARINO NOGAL 1/4";"GL";"04";       10437.20027;       10426.94780;"N";       13200.00000;        3300.00000;           1.00000;           0.00000;           0.00000;"003";"";"";"";"01";"/  /";"/  /";           8.00000;       20874.40054;        2609.30007;"04";
"PCA106BANOG02";"007";"014";"BARNIZ MARINO NOGAL 1/4";"GL";"04";       10437.20027;       10426.94780;"N";       13200.00000;        3300.00000;           1.00000;           0.00000;           0.00000;"003";"";"";"";"01";"/  /";"/  /";           6.00000;       15655.80041;        2609.30007;"04";
"PCA106VERDE02";"004";"006";"ANTICORROSIVO ESTRUCTURAL VERDE OXIDO 1/4";"GL";"04";       10520.58872;       10520.57003;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";          26.00000;       68383.82668;        2630.14718;"04";
"PCA106VERDE02";"006";"007";"ANTICORROSIVO ESTRUCTURAL VERDE OXIDO 1/4";"GL";"04";       10520.58872;       10520.57003;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           6.00000;       15780.88308;        2630.14718;"04";
"PCA106VERDE02";"007";"014";"ANTICORROSIVO ESTRUCTURAL VERDE OXIDO 1/4";"GL";"04";       10520.58872;       10520.57003;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           6.00000;       15780.88308;        2630.14718;"04";
"PCA108NEGR006";"004";"006";"ESMALTE ANTICORROSIVO NEGRO 4 GALONES";"GL";"BD";        8190.64385;        8190.64385;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"";"/  /";"/  /";           8.00000;      262100.60320;       32762.57540;"BD";
"PCA108NEGR006";"006";"007";"ESMALTE ANTICORROSIVO NEGRO 4 GALONES";"GL";"BD";        8190.64385;        8190.64385;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"";"/  /";"/  /";           5.00000;      163812.87700;       32762.57540;"BD";
"PCA113POLARB1";"004";"006";"STAIN POLIDECOR ARBOLEDA GL";"GL";"GL";        8245.18612;        8245.18652;"N";       13490.00000;       13490.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";          90.00000;      742066.75080;        8245.18612;"GL";
"A902";"004";"004";"TRIPOLIFOSFATO DE SODIO";"KG";"KG";        1943.36914;        1943.36996;"N";        1946.91000;        1946.91000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         202.85900;      394229.92037;        1943.36914;"KG";
"BALDE4402";"004";"004";"BALDE 5 GALONES ESMALTE COPPER";"UN";"UN";        2002.80802;        2002.87710;"N";        2002.00000;        2002.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         342.00000;      684960.34284;        2002.80802;"UN";
"C202";"004";"008";"CARBONATO PASTAS";"KG";"KG";         198.00000;         198.00000;"N";         198.00000;         198.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";       13489.36700;     2670894.66600;         198.00000;"KG";
"EE-35";"004";"004";"1/4 GL LIT.SINTETICO GENERICO";"UN";"UN";         706.71830;         706.71830;"N";         706.00000;         706.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        1256.00000;      887638.18480;         706.71830;"UN";
"EE-42";"004";"004";"GALON LIT. CLINIC COPPER";"UN";"UN";        1017.39180;        1059.52138;"N";        1016.00000;        1016.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         460.00000;      468000.22800;        1017.39180;"UN";
"PCA113POLARB1";"006";"007";"STAIN POLIDECOR ARBOLEDA GL";"GL";"GL";        8245.18612;        8245.18652;"N";       13490.00000;       13490.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";          15.00000;      123677.79180;        8245.18612;"GL";
"PCA113POLARB1";"007";"014";"STAIN POLIDECOR ARBOLEDA GL";"GL";"GL";        8245.18612;        8245.18652;"N";       13490.00000;       13490.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";           4.00000;       32980.74448;        8245.18612;"GL";
"PCA900CARBLI6";"006";"007";"LATEX CARRAN BLANCO INGLES 4 GALONES";"GL";"BD";        3744.43333;        3744.43333;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";           9.00000;      134799.59988;       14977.73332;"BD";
"PCA108GRIS001";"004";"006";"ESMALTE ANTICORROSIVO GRIS GL";"GL";"GL";        8879.59848;        8879.59923;"N";       10500.00000;       10500.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";          88.00000;      781404.66624;        8879.59848;"GL";
"PCA108GRIS001";"006";"007";"ESMALTE ANTICORROSIVO GRIS GL";"GL";"GL";        8879.59848;        8879.59923;"N";       10500.00000;       10500.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";          13.00000;      115434.78024;        8879.59848;"GL";
"PCA108GRIS001";"007";"014";"ESMALTE ANTICORROSIVO GRIS GL";"GL";"GL";        8879.59848;        8879.59923;"N";       10500.00000;       10500.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           4.00000;       35518.39392;        8879.59848;"GL";
"PCA108GRIS006";"004";"006";"ESMALTE ANTICORROSIVO GRIS 4 GALONES";"GL";"BD";        8945.10417;        8945.10417;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";           1.00000;       35780.41668;       35780.41668;"BD";
"PCA108GRIS006";"007";"014";"ESMALTE ANTICORROSIVO GRIS 4 GALONES";"GL";"BD";        8945.10417;        8945.10417;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";           4.00000;      143121.66672;       35780.41668;"BD";
"PCA113NEGRO01";"004";"003";"STAIN POLIDECOR NEGRO GL.";"GL";"GL";        7112.38131;        7112.38116;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"";"/  /";"/  /";           8.00000;       56899.05048;        7112.38131;"GL";
"PCA113NEGRO01";"004";"006";"STAIN POLIDECOR NEGRO GL.";"GL";"GL";        7112.38131;        7112.38116;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"";"/  /";"/  /";          65.00000;      462304.78515;        7112.38131;"GL";
"PCA113NEGRO01";"006";"007";"STAIN POLIDECOR NEGRO GL.";"GL";"GL";        7112.38131;        7112.38116;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"";"/  /";"/  /";          23.00000;      163584.77013;        7112.38131;"GL";
"PCA113NEGRO01";"007";"014";"STAIN POLIDECOR NEGRO GL.";"GL";"GL";        7112.38131;        7112.38116;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"";"/  /";"/  /";           4.00000;       28449.52524;        7112.38131;"GL";
"PCA113POLNOG2";"004";"006";"STAIN POLIDECOR NOGAL 1/4";"GL";"04";        9711.35094;        9711.08199;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"";"";"01";"/  /";"/  /";          31.00000;       75262.96979;        2427.83774;"04";
"PCA106BACAB02";"004";"006";"BARNIZ MARINO CAOBA 1/4";"GL";"04";       10392.10073;       10405.55191;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"";"";"";"01";"/  /";"/  /";          72.00000;      187057.81314;        2598.02518;"04";
"PCA106BACAB02";"006";"007";"BARNIZ MARINO CAOBA 1/4";"GL";"04";       10392.10073;       10405.55191;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"";"";"";"01";"/  /";"/  /";          14.00000;       36372.35256;        2598.02518;"04";
"PCA106BACAB02";"007";"014";"BARNIZ MARINO CAOBA 1/4";"GL";"04";       10392.10073;       10405.55191;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"";"";"";"01";"/  /";"/  /";           6.00000;       15588.15110;        2598.02518;"04";
"PCA108GRISPE6";"004";"006";"ESMALTE ANTICORROSIVO GRIS PERLA 4 GALONES";"GL";"BD";       11683.79762;       11683.79762;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"";"/  /";"/  /";           1.00000;       46735.19048;       46735.19048;"BD";
"PCA108INCO006";"004";"006";"ESMALTE ANTICORROSIVO BASE OSCURA 4 GALONES";"GL";"BD";        7450.89920;        7450.89920;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"";"/  /";"/  /";          10.00000;      298035.96800;       29803.59680;"BD";
"PCA108ROJO002";"004";"006";"ESMALTE ANTICORROSIVO ROJO 1/4";"GL";"04";       10686.47049;       10686.47049;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";          17.00000;       45417.49958;        2671.61762;"04";
"PCA108ROJO002";"007";"014";"ESMALTE ANTICORROSIVO ROJO 1/4";"GL";"04";       10686.47049;       10686.47049;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"";"";"01";"/  /";"/  /";           6.00000;       16029.70574;        2671.61762;"04";
"GRAN00OLEOBBL";"004";"010";"OLEO BRILLANTE BLANCO GRANEL";"KG";"KG";        1828.91568;        1828.91569;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.09400;         171.91807;        1828.91568;"KG";
"L102";"004";"004";"COLANYL AMARILLO A10G KG.";"KG";"KG";       24285.08807;       24285.42408;"N";       24464.50000;       24464.50000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          20.00980;      485939.75526;       24285.08807;"KG";
"L102";"004";"010";"COLANYL AMARILLO A10G KG.";"KG";"KG";       24285.08807;       24285.42408;"N";       24464.50000;       24464.50000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          20.75832;      504117.62939;       24285.08807;"KG";
"L105";"004";"004";"COLANYL NEGRO TM-CL";"KG";"KG";        4408.11396;        4408.00000;"N";        4399.65000;        4399.65000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          53.50080;      235837.62335;        4408.11396;"KG";
"L105";"004";"010";"COLANYL NEGRO TM-CL";"KG";"KG";        4408.11396;        4408.00000;"N";        4399.65000;        4399.65000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          28.21188;      124361.18207;        4408.11396;"KG";
"L202";"004";"004";"HOSTATIN AMARILLO OXIDO A-150KG";"KG";"KG";        5669.61631;        5669.61631;"N";        5513.33300;        5513.33300;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          15.00030;       85045.94554;        5669.61631;"KG";
"L202";"004";"010";"HOSTATIN AMARILLO OXIDO A-150KG";"KG";"KG";        5669.61631;        5669.61631;"N";        5513.33300;        5513.33300;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00040;           2.26785;        5669.61631;"KG";
"L409";"004";"010";"CONCENTRADO SINTETICO AZUL FTALO GRANEL";"KG";"KG";        4043.83791;        4043.83858;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          42.47370;      171756.75824;        4043.83791;"KG";
"PCA106BANOG01";"004";"006";"BARNIZ MARINO NOGAL GL.";"GL";"GL";        9100.75096;        9063.20987;"N";       10300.00000;       10300.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";          17.00000;      154712.76632;        9100.75096;"GL";
"PCA901CONST04";"004";"006";"LATEX CONSTRUCCION BLANCO 1/4";"GL";"04";        5898.10287;        5906.67198;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";          91.00000;      134181.84029;        1474.52572;"04";
"PCA901CONST04";"006";"007";"LATEX CONSTRUCCION BLANCO 1/4";"GL";"04";        5898.10287;        5906.67198;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";          24.00000;       35388.61722;        1474.52572;"04";
"PCA901CONST04";"007";"014";"LATEX CONSTRUCCION BLANCO 1/4";"GL";"04";        5898.10287;        5906.67198;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";           6.00000;        8847.15431;        1474.52572;"04";
"PCA824PAST001";"006";"007";"PASTA MURO PANORAMICA GL.";"GL";"GL";        3154.26593;        3154.26593;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0003";"0001";"";"";"/  /";"/  /";           2.00000;        6308.53186;        3154.26593;"GL";
"C105";"004";"004";"ARENA RUBIA.";"KG";"KG";          49.99978;          49.99978;"N";          50.00000;          50.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";       14079.93500;      703993.65241;          49.99978;"KG";
"EE-29";"004";"004";"GALON LIT. LATEX";"UN";"UN";        1452.00000;        1452.00000;"N";        1452.00000;        1452.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         263.00000;      381876.00000;        1452.00000;"UN";
"EE-33";"004";"004";"GALON HOJALATA VIRGEN";"UN";"UN";         905.91419;         906.20000;"N";         845.00000;         845.00000;           1.00000;           0.00000;           0.00000;"008";"";"";"";"";"/  /";"/  /";        1100.00000;      996505.60900;         905.91419;"UN";
"GRAN00927BLCO";"004";"010";"LATEX ELASTOMERICO BLANCO GRANEL.";"KG";"KG";         779.46808;         779.46808;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00200;           1.55894;         779.46808;"KG";
"GRAN0108NEGRO";"004";"010";"ESMALTE ANTICORROSIVO NEGRO GRANEL.";"KG";"KG";        1721.05112;        1721.05112;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.01180;          20.30840;        1721.05112;"KG";
"PCA113POLORE2";"004";"006";"STAIN POLIDECOR PINO OREGON 1/4 GL";"GL";"04";       10111.02182;       10111.02182;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";          43.00000;      108693.48457;        2527.75546;"04";
"PCA113POLORE2";"007";"014";"STAIN POLIDECOR PINO OREGON 1/4 GL";"GL";"04";       10111.02182;       10111.02182;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";           6.00000;       15166.53273;        2527.75546;"04";
"PCA113POLVER1";"004";"006";"STAIN POLICECOR VERDE GL";"GL";"GL";        7824.85663;        7824.85633;"N";       10290.00000;       10290.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";          80.00000;      625988.53040;        7824.85663;"GL";
"PCA113POLVER1";"006";"007";"STAIN POLICECOR VERDE GL";"GL";"GL";        7824.85663;        7824.85633;"N";       10290.00000;       10290.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";           8.00000;       62598.85304;        7824.85663;"GL";
"PCA113POLVER1";"007";"014";"STAIN POLICECOR VERDE GL";"GL";"GL";        7824.85663;        7824.85633;"N";       10290.00000;       10290.00000;           1.00000;           0.00000;           0.00000;"003";"0002";"0005";"";"01";"/  /";"/  /";           4.00000;       31299.42652;        7824.85663;"GL";
